x,y,predicted_class
-0.279747,-1.26709,0
-0.246835,-1.26709,0
-0.213924,-1.26709,0
-0.181013,-1.26709,0
-0.148101,-1.26709,0
-0.11519,-1.26709,0
-0.0822785,-1.26709,0
-0.0493671,-1.26709,0
-0.0164558,-1.26709,0
0.0164558,-1.26709,0
0.0493671,-1.26709,0
0.0822785,-1.26709,0
0.11519,-1.26709,0
0.148101,-1.26709,0
0.181013,-1.26709,0
0.213924,-1.26709,0
0.246835,-1.26709,0
0.279747,-1.26709,0
0.312658,-1.26709,0
0.34557,-1.26709,0
0.378481,-1.26709,0
0.411392,-1.26709,0
0.444304,-1.26709,0
0.477215,-1.26709,0
0.510127,-1.26709,0
0.543038,-1.26709,0
0.575949,-1.26709,0
0.608861,-1.26709,0
0.641772,-1.26709,0
0.674684,-1.26709,0
0.707595,-1.26709,0
0.740506,-1.26709,0
0.773418,-1.26709,0
0.806329,-1.26709,0
0.839241,-1.26709,0
0.872152,-1.26709,0
0.905063,-1.26709,0
0.937975,-1.26709,0
0.970886,-1.26709,0
1.0038,-1.26709,0
1.03671,-1.26709,0
1.06962,-1.26709,0
1.10253,-1.26709,0
1.13544,-1.26709,0
1.16835,-1.26709,0
1.20127,-1.26709,0
1.23418,-1.26709,0
1.26709,-1.26709,0
1.3,-1.26709,0
-1.3,-1.23418,0
-1.26709,-1.23418,0
-1.23418,-1.23418,0
-1.20127,-1.23418,0
-1.16835,-1.23418,0
-1.13544,-1.23418,0
-1.10253,-1.23418,0
-1.06962,-1.23418,0
-1.03671,-1.23418,0
-1.0038,-1.23418,0
-0.970886,-1.23418,0
-0.937975,-1.23418,0
-0.905063,-1.23418,0
-0.872152,-1.23418,0
-0.83924,-1.23418,0
-0.806329,-1.23418,0
-0.773418,-1.23418,0
-0.740506,-1.23418,0
-0.707595,-1.23418,0
-0.674684,-1.23418,0
-0.641772,-1.23418,0
-0.608861,-1.23418,0
-0.575949,-1.23418,0
-0.543038,-1.23418,0
-0.510127,-1.23418,0
-0.477215,-1.23418,0
-0.444304,-1.23418,0
-0.411392,-1.23418,0
-0.378481,-1.23418,0
-0.34557,-1.23418,0
-0.312658,-1.23418,0
-0.279747,-1.23418,0
-0.246835,-1.23418,0
-0.213924,-1.23418,0
-0.181013,-1.23418,0
-0.148101,-1.23418,0
-0.11519,-1.23418,0
-0.0822785,-1.23418,0
-0.0493671,-1.23418,0
-0.0164558,-1.23418,0
0.0164558,-1.23418,0
0.0493671,-1.23418,0
0.0822785,-1.23418,0
0.11519,-1.23418,0
0.148101,-1.23418,0
0.181013,-1.23418,0
0.213924,-1.23418,0
0.246835,-1.23418,0
0.279747,-1.23418,0
0.312658,-1.23418,0
0.34557,-1.23418,0
0.378481,-1.23418,0
0.411392,-1.23418,0
0.444304,-1.23418,0
0.477215,-1.23418,0
0.510127,-1.23418,0
0.543038,-1.23418,0
0.575949,-1.23418,0
0.608861,-1.23418,0
0.641772,-1.23418,0
0.674684,-1.23418,0
0.707595,-1.23418,0
0.740506,-1.23418,0
0.773418,-1.23418,0
0.806329,-1.23418,0
0.839241,-1.23418,0
0.872152,-1.23418,0
0.905063,-1.23418,0
0.937975,-1.23418,0
0.970886,-1.23418,0
1.0038,-1.23418,0
1.03671,-1.23418,0
1.06962,-1.23418,0
1.10253,-1.23418,0
1.13544,-1.23418,0
1.16835,-1.23418,0
1.20127,-1.23418,0
1.23418,-1.23418,0
1.26709,-1.23418,0
1.3,-1.23418,0
-1.3,-1.20127,2
-1.26709,-1.20127,0
-1.23418,-1.20127,0
-1.20127,-1.20127,0
-1.16835,-1.20127,0
-1.13544,-1.20127,0
-1.10253,-1.20127,0
-1.06962,-1.20127,0
-1.03671,-1.20127,0
-1.0038,-1.20127,0
-0.970886,-1.20127,0
-0.937975,-1.20127,0
-0.905063,-1.20127,0
-0.872152,-1.20127,0
-0.83924,-1.20127,0
-0.806329,-1.20127,0
-0.773418,-1.20127,0
-0.740506,-1.20127,0
-0.707595,-1.20127,0
-0.674684,-1.20127,0
-0.641772,-1.20127,0
-0.608861,-1.20127,0
-0.575949,-1.20127,0
-0.543038,-1.20127,0
-0.510127,-1.20127,0
-0.477215,-1.20127,0
-0.444304,-1.20127,0
-0.411392,-1.20127,0
-0.378481,-1.20127,0
-0.34557,-1.20127,0
-0.312658,-1.20127,0
-0.279747,-1.20127,0
-0.246835,-1.20127,0
-0.213924,-1.20127,0
-0.181013,-1.20127,0
-0.148101,-1.20127,0
-0.11519,-1.20127,0
-0.0822785,-1.20127,0
-0.0493671,-1.20127,0
-0.0164558,-1.20127,0
0.0164558,-1.20127,0
0.0493671,-1.20127,0
0.0822785,-1.20127,0
0.11519,-1.20127,0
0.148101,-1.20127,0
0.181013,-1.20127,0
0.213924,-1.20127,0
0.246835,-1.20127,0
0.279747,-1.20127,0
0.312658,-1.20127,0
0.34557,-1.20127,0
0.378481,-1.20127,0
0.411392,-1.20127,0
0.444304,-1.20127,0
0.477215,-1.20127,0
0.510127,-1.20127,0
0.543038,-1.20127,0
0.575949,-1.20127,0
0.608861,-1.20127,0
0.641772,-1.20127,0
0.674684,-1.20127,0
0.707595,-1.20127,0
0.740506,-1.20127,0
0.773418,-1.20127,0
0.806329,-1.20127,0
0.839241,-1.20127,0
0.872152,-1.20127,0
0.905063,-1.20127,0
0.937975,-1.20127,0
0.970886,-1.20127,0
1.0038,-1.20127,0
1.03671,-1.20127,0
1.06962,-1.20127,0
1.10253,-1.20127,0
1.13544,-1.20127,0
1.16835,-1.20127,0
1.20127,-1.20127,0
1.23418,-1.20127,0
1.26709,-1.20127,0
1.3,-1.20127,0
-1.3,-1.16835,2
-1.26709,-1.16835,2
-1.23418,-1.16835,2
-1.20127,-1.16835,0
-1.16835,-1.16835,0
-1.13544,-1.16835,0
-1.10253,-1.16835,0
-1.06962,-1.16835,0
-1.03671,-1.16835,0
-1.0038,-1.16835,0
-0.970886,-1.16835,0
-0.937975,-1.16835,0
-0.905063,-1.16835,0
-0.872152,-1.16835,0
-0.83924,-1.16835,0
-0.806329,-1.16835,0
-0.773418,-1.16835,0
-0.740506,-1.16835,0
-0.707595,-1.16835,0
-0.674684,-1.16835,0
-0.641772,-1.16835,0
-0.608861,-1.16835,0
-0.575949,-1.16835,0
-0.543038,-1.16835,0
-0.510127,-1.16835,0
-0.477215,-1.16835,0
-0.444304,-1.16835,0
-0.411392,-1.16835,0
-0.378481,-1.16835,0
-0.34557,-1.16835,0
-0.312658,-1.16835,0
-0.279747,-1.16835,0
-0.246835,-1.16835,0
-0.213924,-1.16835,0
-0.181013,-1.16835,0
-0.148101,-1.16835,0
-0.11519,-1.16835,0
-0.0822785,-1.16835,0
-0.0493671,-1.16835,0
-0.0164558,-1.16835,0
0.0164558,-1.16835,0
0.0493671,-1.16835,0
0.0822785,-1.16835,0
0.11519,-1.16835,0
0.148101,-1.16835,0
0.181013,-1.16835,0
0.213924,-1.16835,0
0.246835,-1.16835,0
0.279747,-1.16835,0
0.312658,-1.16835,0
0.34557,-1.16835,0
0.378481,-1.16835,0
0.411392,-1.16835,0
0.444304,-1.16835,0
0.477215,-1.16835,0
0.510127,-1.16835,0
0.543038,-1.16835,0
0.575949,-1.16835,0
0.608861,-1.16835,0
0.641772,-1.16835,0
0.674684,-1.16835,0
0.707595,-1.16835,0
0.740506,-1.16835,0
0.773418,-1.16835,0
0.806329,-1.16835,0
0.839241,-1.16835,0
0.872152,-1.16835,0
0.905063,-1.16835,0
0.937975,-1.16835,0
0.970886,-1.16835,0
1.0038,-1.16835,0
1.03671,-1.16835,0
1.06962,-1.16835,0
1.10253,-1.16835,0
1.13544,-1.16835,0
1.16835,-1.16835,0
1.20127,-1.16835,0
1.23418,-1.16835,0
1.26709,-1.16835,0
1.3,-1.16835,0
-1.3,-1.13544,2
-1.26709,-1.13544,2
-1.23418,-1.13544,2
-1.20127,-1.13544,2
-1.16835,-1.13544,2
-1.13544,-1.13544,0
-1.10253,-1.13544,0
-1.06962,-1.13544,0
-1.03671,-1.13544,0
-1.0038,-1.13544,0
-0.970886,-1.13544,0
-0.937975,-1.13544,0
-0.905063,-1.13544,0
-0.872152,-1.13544,0
-0.83924,-1.13544,0
-0.806329,-1.13544,0
-0.773418,-1.13544,0
-0.740506,-1.13544,0
-0.707595,-1.13544,0
-0.674684,-1.13544,0
-0.641772,-1.13544,0
-0.608861,-1.13544,0
-0.575949,-1.13544,0
-0.543038,-1.13544,0
-0.510127,-1.13544,0
-0.477215,-1.13544,0
-0.444304,-1.13544,0
-0.411392,-1.13544,0
-0.378481,-1.13544,0
-0.34557,-1.13544,0
-0.312658,-1.13544,0
-0.279747,-1.13544,0
-0.246835,-1.13544,0
-0.213924,-1.13544,0
-0.181013,-1.13544,0
-0.148101,-1.13544,0
-0.11519,-1.13544,0
-0.0822785,-1.13544,0
-0.0493671,-1.13544,0
-0.0164558,-1.13544,0
0.0164558,-1.13544,0
0.0493671,-1.13544,0
0.0822785,-1.13544,0
0.11519,-1.13544,0
0.148101,-1.13544,0
0.181013,-1.13544,0
0.213924,-1.13544,0
0.246835,-1.13544,0
0.279747,-1.13544,0
0.312658,-1.13544,0
0.34557,-1.13544,0
0.378481,-1.13544,0
0.411392,-1.13544,0
0.444304,-1.13544,0
0.477215,-1.13544,0
0.510127,-1.13544,0
0.543038,-1.13544,0
0.575949,-1.13544,0
0.608861,-1.13544,0
0.641772,-1.13544,0
0.674684,-1.13544,0
0.707595,-1.13544,0
0.740506,-1.13544,0
0.773418,-1.13544,0
0.806329,-1.13544,0
0.839241,-1.13544,0
0.872152,-1.13544,0
0.905063,-1.13544,0
0.937975,-1.13544,0
0.970886,-1.13544,0
1.0038,-1.13544,0
1.03671,-1.13544,0
1.06962,-1.13544,0
1.10253,-1.13544,0
1.13544,-1.13544,0
1.16835,-1.13544,0
1.20127,-1.13544,0
1.23418,-1.13544,0
1.26709,-1.13544,0
1.3,-1.13544,0
-1.3,-1.10253,2
-1.26709,-1.10253,2
-1.23418,-1.10253,2
-1.20127,-1.10253,2
-1.16835,-1.10253,2
-1.13544,-1.10253,2
-1.10253,-1.10253,0
-1.06962,-1.10253,0
-1.03671,-1.10253,0
-1.0038,-1.10253,0
-0.970886,-1.10253,0
-0.937975,-1.10253,0
-0.905063,-1.10253,0
-0.872152,-1.10253,0
-0.83924,-1.10253,0
-0.806329,-1.10253,0
-0.773418,-1.10253,0
-0.740506,-1.10253,0
-0.707595,-1.10253,0
-0.674684,-1.10253,0
-0.641772,-1.10253,0
-0.608861,-1.10253,0
-0.575949,-1.10253,0
-0.543038,-1.10253,0
-0.510127,-1.10253,0
-0.477215,-1.10253,0
-0.444304,-1.10253,0
-0.411392,-1.10253,0
-0.378481,-1.10253,0
-0.34557,-1.10253,0
-0.312658,-1.10253,0
-0.279747,-1.10253,0
-0.246835,-1.10253,0
-0.213924,-1.10253,0
-0.181013,-1.10253,0
-0.148101,-1.10253,0
-0.11519,-1.10253,0
-0.0822785,-1.10253,0
-0.0493671,-1.10253,0
-0.0164558,-1.10253,0
0.0164558,-1.10253,0
0.0493671,-1.10253,0
0.0822785,-1.10253,0
0.11519,-1.10253,0
0.148101,-1.10253,0
0.181013,-1.10253,0
0.213924,-1.10253,0
0.246835,-1.10253,0
0.279747,-1.10253,0
0.312658,-1.10253,0
0.34557,-1.10253,0
0.378481,-1.10253,0
0.411392,-1.10253,0
0.444304,-1.10253,0
0.477215,-1.10253,0
0.510127,-1.10253,0
0.543038,-1.10253,0
0.575949,-1.10253,0
0.608861,-1.10253,0
0.641772,-1.10253,0
0.674684,-1.10253,0
0.707595,-1.10253,0
0.740506,-1.10253,0
0.773418,-1.10253,0
0.806329,-1.10253,0
0.839241,-1.10253,0
0.872152,-1.10253,0
0.905063,-1.10253,0
0.937975,-1.10253,0
0.970886,-1.10253,0
1.0038,-1.10253,0
1.03671,-1.10253,0
1.06962,-1.10253,0
1.10253,-1.10253,0
1.13544,-1.10253,0
1.16835,-1.10253,0
1.20127,-1.10253,0
1.23418,-1.10253,0
1.26709,-1.10253,0
1.3,-1.10253,0
-1.3,-1.06962,2
-1.26709,-1.06962,2
-1.23418,-1.06962,2
-1.20127,-1.06962,2
-1.16835,-1.06962,2
-1.13544,-1.06962,2
-1.10253,-1.06962,2
-1.06962,-1.06962,2
-1.03671,-1.06962,0
-1.0038,-1.06962,0
-0.970886,-1.06962,0
-0.937975,-1.06962,0
-0.905063,-1.06962,0
-0.872152,-1.06962,0
-0.83924,-1.06962,0
-0.806329,-1.06962,0
-0.773418,-1.06962,0
-0.740506,-1.06962,0
-0.707595,-1.06962,0
-0.674684,-1.06962,0
-0.641772,-1.06962,0
-0.608861,-1.06962,0
-0.575949,-1.06962,0
-0.543038,-1.06962,0
-0.510127,-1.06962,0
-0.477215,-1.06962,0
-0.444304,-1.06962,0
-0.411392,-1.06962,0
-0.378481,-1.06962,0
-0.34557,-1.06962,0
-0.312658,-1.06962,0
-0.279747,-1.06962,0
-0.246835,-1.06962,0
-0.213924,-1.06962,0
-0.181013,-1.06962,0
-0.148101,-1.06962,0
-0.11519,-1.06962,0
-0.0822785,-1.06962,0
-0.0493671,-1.06962,0
-0.0164558,-1.06962,0
0.0164558,-1.06962,0
0.0493671,-1.06962,0
0.0822785,-1.06962,0
0.11519,-1.06962,0
0.148101,-1.06962,0
0.181013,-1.06962,0
0.213924,-1.06962,0
0.246835,-1.06962,0
0.279747,-1.06962,0
0.312658,-1.06962,0
0.34557,-1.06962,0
0.378481,-1.06962,0
0.411392,-1.06962,0
0.444304,-1.06962,0
0.477215,-1.06962,0
0.510127,-1.06962,0
0.543038,-1.06962,0
0.575949,-1.06962,0
0.608861,-1.06962,0
0.641772,-1.06962,0
0.674684,-1.06962,0
0.707595,-1.06962,0
0.740506,-1.06962,0
0.773418,-1.06962,0
0.806329,-1.06962,0
0.839241,-1.06962,0
0.872152,-1.06962,0
0.905063,-1.06962,0
0.937975,-1.06962,0
0.970886,-1.06962,0
1.0038,-1.06962,0
1.03671,-1.06962,0
1.06962,-1.06962,0
1.10253,-1.06962,0
1.13544,-1.06962,0
1.16835,-1.06962,0
1.20127,-1.06962,0
1.23418,-1.06962,0
1.26709,-1.06962,0
1.3,-1.06962,0
-1.3,-1.03671,2
-1.26709,-1.03671,2
-1.23418,-1.03671,2
-1.20127,-1.03671,2
-1.16835,-1.03671,2
-1.13544,-1.03671,2
-1.10253,-1.03671,2
-1.06962,-1.03671,2
-1.03671,-1.03671,2
-1.0038,-1.03671,2
-0.970886,-1.03671,0
-0.937975,-1.03671,0
-0.905063,-1.03671,0
-0.872152,-1.03671,0
-0.83924,-1.03671,0
-0.806329,-1.03671,0
-0.773418,-1.03671,0
-0.740506,-1.03671,0
-0.707595,-1.03671,0
-0.674684,-1.03671,0
-0.641772,-1.03671,0
-0.608861,-1.03671,0
-0.575949,-1.03671,0
-0.543038,-1.03671,0
-0.510127,-1.03671,0
-0.477215,-1.03671,0
-0.444304,-1.03671,0
-0.411392,-1.03671,0
-0.378481,-1.03671,0
-0.34557,-1.03671,0
-0.312658,-1.03671,0
-0.279747,-1.03671,0
-0.246835,-1.03671,0
-0.213924,-1.03671,0
-0.181013,-1.03671,0
-0.148101,-1.03671,0
-0.11519,-1.03671,0
-0.0822785,-1.03671,0
-0.0493671,-1.03671,0
-0.0164558,-1.03671,0
0.0164558,-1.03671,0
0.0493671,-1.03671,0
0.0822785,-1.03671,0
0.11519,-1.03671,0
0.148101,-1.03671,0
0.181013,-1.03671,0
0.213924,-1.03671,0
0.246835,-1.03671,0
0.279747,-1.03671,0
0.312658,-1.03671,0
0.34557,-1.03671,0
0.378481,-1.03671,0
0.411392,-1.03671,0
0.444304,-1.03671,0
0.477215,-1.03671,0
0.510127,-1.03671,0
0.543038,-1.03671,0
0.575949,-1.03671,0
0.608861,-1.03671,0
0.641772,-1.03671,0
0.674684,-1.03671,0
0.707595,-1.03671,0
0.740506,-1.03671,0
0.773418,-1.03671,0
0.806329,-1.03671,0
0.839241,-1.03671,0
0.872152,-1.03671,0
0.905063,-1.03671,0
0.937975,-1.03671,0
0.970886,-1.03671,0
1.0038,-1.03671,0
1.03671,-1.03671,0
1.06962,-1.03671,0
1.10253,-1.03671,0
1.13544,-1.03671,0
1.16835,-1.03671,0
1.20127,-1.03671,0
1.23418,-1.03671,0
1.26709,-1.03671,0
1.3,-1.03671,0
-1.3,-1.0038,2
-1.26709,-1.0038,2
-1.23418,-1.0038,2
-1.20127,-1.0038,2
-1.16835,-1.0038,2
-1.13544,-1.0038,2
-1.10253,-1.0038,2
-1.06962,-1.0038,2
-1.03671,-1.0038,2
-1.0038,-1.0038,2
-0.970886,-1.0038,2
-0.937975,-1.0038,0
-0.905063,-1.0038,0
-0.872152,-1.0038,0
-0.83924,-1.0038,0
-0.806329,-1.0038,0
-0.773418,-1.0038,0
-0.740506,-1.0038,0
-0.707595,-1.0038,0
-0.674684,-1.0038,0
-0.641772,-1.0038,0
-0.608861,-1.0038,0
-0.575949,-1.0038,0
-0.543038,-1.0038,0
-0.510127,-1.0038,0
-0.477215,-1.0038,0
-0.444304,-1.0038,0
-0.411392,-1.0038,0
-0.378481,-1.0038,0
-0.34557,-1.0038,0
-0.312658,-1.0038,0
-0.279747,-1.0038,0
-0.246835,-1.0038,0
-0.213924,-1.0038,0
-0.181013,-1.0038,0
-0.148101,-1.0038,0
-0.11519,-1.0038,0
-0.0822785,-1.0038,0
-0.0493671,-1.0038,0
-0.0164558,-1.0038,0
0.0164558,-1.0038,0
0.0493671,-1.0038,0
0.0822785,-1.0038,0
0.11519,-1.0038,0
0.148101,-1.0038,0
0.181013,-1.0038,0
0.213924,-1.0038,0
0.246835,-1.0038,0
0.279747,-1.0038,0
0.312658,-1.0038,0
0.34557,-1.0038,0
0.378481,-1.0038,0
0.411392,-1.0038,0
0.444304,-1.0038,0
0.477215,-1.0038,0
0.510127,-1.0038,0
0.543038,-1.0038,0
0.575949,-1.0038,0
0.608861,-1.0038,0
0.641772,-1.0038,0
0.674684,-1.0038,0
0.707595,-1.0038,0
0.740506,-1.0038,0
0.773418,-1.0038,0
0.806329,-1.0038,0
0.839241,-1.0038,0
0.872152,-1.0038,0
0.905063,-1.0038,0
0.937975,-1.0038,0
0.970886,-1.0038,0
1.0038,-1.0038,0
1.03671,-1.0038,0
1.06962,-1.0038,0
1.10253,-1.0038,0
1.13544,-1.0038,0
1.16835,-1.0038,0
1.20127,-1.0038,0
1.23418,-1.0038,0
1.26709,-1.0038,0
1.3,-1.0038,0
-1.3,-0.970886,2
-1.26709,-0.970886,2
-1.23418,-0.970886,2
-1.20127,-0.970886,2
-1.16835,-0.970886,2
-1.13544,-0.970886,2
-1.10253,-0.970886,2
-1.06962,-0.970886,2
-1.03671,-0.970886,2
-1.0038,-0.970886,2
-0.970886,-0.970886,2
-0.937975,-0.970886,2
-0.905063,-0.970886,2
-0.872152,-0.970886,0
-0.83924,-0.970886,0
-0.806329,-0.970886,0
-0.773418,-0.970886,0
-0.740506,-0.970886,0
-0.707595,-0.970886,0
-0.674684,-0.970886,0
-0.641772,-0.970886,0
-0.608861,-0.970886,0
-0.575949,-0.970886,0
-0.543038,-0.970886,0
-0.510127,-0.970886,0
-0.477215,-0.970886,0
-0.444304,-0.970886,0
-0.411392,-0.970886,0
-0.378481,-0.970886,0
-0.34557,-0.970886,0
-0.312658,-0.970886,0
-0.279747,-0.970886,0
-0.246835,-0.970886,0
-0.213924,-0.970886,0
-0.181013,-0.970886,0
-0.148101,-0.970886,0
-0.11519,-0.970886,0
-0.0822785,-0.970886,0
-0.0493671,-0.970886,0
-0.0164558,-0.970886,0
0.0164558,-0.970886,0
0.0493671,-0.970886,0
0.0822785,-0.970886,0
0.11519,-0.970886,0
0.148101,-0.970886,0
0.181013,-0.970886,0
0.213924,-0.970886,0
0.246835,-0.970886,0
0.279747,-0.970886,0
0.312658,-0.970886,0
0.34557,-0.970886,0
0.378481,-0.970886,0
0.411392,-0.970886,0
0.444304,-0.970886,0
0.477215,-0.970886,0
0.510127,-0.970886,0
0.543038,-0.970886,0
0.575949,-0.970886,0
0.608861,-0.970886,0
0.641772,-0.970886,0
0.674684,-0.970886,0
0.707595,-0.970886,0
0.740506,-0.970886,0
0.773418,-0.970886,0
0.806329,-0.970886,0
0.839241,-0.970886,0
0.872152,-0.970886,0
0.905063,-0.970886,0
0.937975,-0.970886,0
0.970886,-0.970886,0
1.0038,-0.970886,0
1.03671,-0.970886,0
1.06962,-0.970886,0
1.10253,-0.970886,0
1.13544,-0.970886,0
1.16835,-0.970886,0
1.20127,-0.970886,0
1.23418,-0.970886,0
1.26709,-0.970886,0
1.3,-0.970886,0
-1.3,-0.937975,2
-1.26709,-0.937975,2
-1.23418,-0.937975,2
-1.20127,-0.937975,2
-1.16835,-0.937975,2
-1.13544,-0.937975,2
-1.10253,-0.937975,2
-1.06962,-0.937975,2
-1.03671,-0.937975,2
-1.0038,-0.937975,2
-0.970886,-0.937975,2
-0.937975,-0.937975,2
-0.905063,-0.937975,2
-0.872152,-0.937975,2
-0.83924,-0.937975,0
-0.806329,-0.937975,0
-0.773418,-0.937975,0
-0.740506,-0.937975,0
-0.707595,-0.937975,0
-0.674684,-0.937975,0
-0.641772,-0.937975,0
-0.608861,-0.937975,0
-0.575949,-0.937975,0
-0.543038,-0.937975,0
-0.510127,-0.937975,0
-0.477215,-0.937975,0
-0.444304,-0.937975,0
-0.411392,-0.937975,0
-0.378481,-0.937975,0
-0.34557,-0.937975,0
-0.312658,-0.937975,0
-0.279747,-0.937975,0
-0.246835,-0.937975,0
-0.213924,-0.937975,0
-0.181013,-0.937975,0
-0.148101,-0.937975,0
-0.11519,-0.937975,0
-0.0822785,-0.937975,0
-0.0493671,-0.937975,0
-0.0164558,-0.937975,0
0.0164558,-0.937975,0
0.0493671,-0.937975,0
0.0822785,-0.937975,0
0.11519,-0.937975,0
0.148101,-0.937975,0
0.181013,-0.937975,0
0.213924,-0.937975,0
0.246835,-0.937975,0
0.279747,-0.937975,0
0.312658,-0.937975,0
0.34557,-0.937975,0
0.378481,-0.937975,0
0.411392,-0.937975,0
0.444304,-0.937975,0
0.477215,-0.937975,0
0.510127,-0.937975,0
0.543038,-0.937975,0
0.575949,-0.937975,0
0.608861,-0.937975,0
0.641772,-0.937975,0
0.674684,-0.937975,0
0.707595,-0.937975,0
0.740506,-0.937975,0
0.773418,-0.937975,0
0.806329,-0.937975,0
0.839241,-0.937975,0
0.872152,-0.937975,0
0.905063,-0.937975,0
0.937975,-0.937975,0
0.970886,-0.937975,0
1.0038,-0.937975,0
1.03671,-0.937975,0
1.06962,-0.937975,0
1.10253,-0.937975,0
1.13544,-0.937975,0
1.16835,-0.937975,0
1.20127,-0.937975,0
1.23418,-0.937975,0
1.26709,-0.937975,0
1.3,-0.937975,0
-1.3,-0.905063,2
-1.26709,-0.905063,2
-1.23418,-0.905063,2
-1.20127,-0.905063,2
-1.16835,-0.905063,2
-1.13544,-0.905063,2
-1.10253,-0.905063,2
-1.06962,-0.905063,2
-1.03671,-0.905063,2
-1.0038,-0.905063,2
-0.970886,-0.905063,2
-0.937975,-0.905063,2
-0.905063,-0.905063,2
-0.872152,-0.905063,2
-0.83924,-0.905063,2
-0.806329,-0.905063,2
-0.773418,-0.905063,0
-0.740506,-0.905063,0
-0.707595,-0.905063,0
-0.674684,-0.905063,0
-0.641772,-0.905063,0
-0.608861,-0.905063,0
-0.575949,-0.905063,0
-0.543038,-0.905063,0
-0.510127,-0.905063,0
-0.477215,-0.905063,0
-0.444304,-0.905063,0
-0.411392,-0.905063,0
-0.378481,-0.905063,0
-0.34557,-0.905063,0
-0.312658,-0.905063,0
-0.279747,-0.905063,0
-0.246835,-0.905063,0
-0.213924,-0.905063,0
-0.181013,-0.905063,0
-0.148101,-0.905063,0
-0.11519,-0.905063,0
-0.0822785,-0.905063,0
-0.0493671,-0.905063,0
-0.0164558,-0.905063,0
0.0164558,-0.905063,0
0.0493671,-0.905063,0
0.0822785,-0.905063,0
0.11519,-0.905063,0
0.148101,-0.905063,0
0.181013,-0.905063,0
0.213924,-0.905063,0
0.246835,-0.905063,0
0.279747,-0.905063,0
0.312658,-0.905063,0
0.34557,-0.905063,0
0.378481,-0.905063,0
0.411392,-0.905063,0
0.444304,-0.905063,0
0.477215,-0.905063,0
0.510127,-0.905063,0
0.543038,-0.905063,0
0.575949,-0.905063,0
0.608861,-0.905063,0
0.641772,-0.905063,0
0.674684,-0.905063,0
0.707595,-0.905063,0
0.740506,-0.905063,0
0.773418,-0.905063,0
0.806329,-0.905063,0
0.839241,-0.905063,0
0.872152,-0.905063,0
0.905063,-0.905063,0
0.937975,-0.905063,0
0.970886,-0.905063,0
1.0038,-0.905063,0
1.03671,-0.905063,0
1.06962,-0.905063,0
1.10253,-0.905063,0
1.13544,-0.905063,0
1.16835,-0.905063,0
1.20127,-0.905063,0
